,id,question,desired_answer,student_answer,score_me,score_other,score_avg,student_amr
810,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",Finds the minimum value and swap it with the value in the first position.,5,5,5,"# ::snt Finds the minimum value and swap it with the value in the first position.
(a / and
      :op1 (f / find-01
            :ARG1 (v / value
                  :mod (m / minimum)))
      :op2 (s / swap-01
            :ARG1 v
            :ARG2 (v2 / value
                  :location (p / position
                        :ord (o / ordinal-entity
                              :value 1)))))"
811,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",It finds the minimum element in the array and swaps it with the first element then repeats this step swapping the minimum element with nth positions in the array.,5,5,5,"# ::snt It finds the minimum element in the array and swaps it with the first element then repeats this step swapping the minimum element with nth positions in the array.
(a / and
      :op1 (f / find-01
            :ARG0 (ii / it)
            :ARG1 (e / element
                  :mod (m / minimum)
                  :location (a2 / array)))
      :op2 (s / swap-01
            :ARG0 ii
            :ARG1 e
            :ARG2 (e2 / element
                  :ord (o / ordinal-entity
                        :value 1)))
      :op3 (r / repeat-01
            :ARG0 ii
            :ARG1 (s2 / step
                  :mod (t / this))
            :ARG2 (s3 / swap-01
                  :ARG0 ii
                  :ARG1 e2
                  :ARG2 (p / position
                        :quant (n / nth
                              :location a2)))
            :time (t2 / then)))"
812,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","Find the lowest value and place it at the front, then find the next lowest and place it in front of the last value, etc.",4,5,4.5,"# ::snt Find the lowest value and place it at the front, then find the next lowest and place it in front of the last value, etc.
(a / and
      :op1 (a2 / and
            :op1 (f / find-01
                  :mode imperative
                  :ARG0 (y / you)
                  :ARG1 (v / value
                        :ARG1-of (h / have-degree-91
                              :ARG2 (l / low-04
                                    :ARG1 v)
                              :ARG3 (m / most))))
            :op2 (p / place-01
                  :mode imperative
                  :ARG0 y
                  :ARG1 v
                  :ARG2 (f2 / front)))
      :op2 (a3 / and
            :op1 (f3 / find-01
                  :mode imperative
                  :ARG0 y
                  :ARG1 (v2 / value
                        :mod (n / next)
                        :ARG1-of (h2 / have-degree-91
                              :ARG2 (l2 / low-04
                                    :ARG1 v2)
                              :ARG3 (m2 / most))))
            :op2 (p2 / place-01
                  :mode imperative
                  :ARG0 y
                  :ARG1 v2
                  :ARG2 (ii / in-front-of
                        :op1 (v3 / value
                              :mod (l3 / last))))
            :op3 (e / et-cetera)))"
813,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","Cycle through the unsorted list, place the minimum in the next slot in the sorted list, and repeat.",5,4,4.5,"# ::snt Cycle through the unsorted list, place the minimum in the next slot in the sorted list, and repeat.
(a / and
      :op1 (c / cycle-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (l / list
                  :ARG1-of (s / sort-01
                        :polarity -)))
      :op2 (p / place-01
            :mode imperative
            :ARG0 y
            :ARG1 (m / minimum)
            :ARG2 (s2 / slot
                  :mod (n / next)
                  :part-of (l2 / list
                        :ARG1-of (s3 / sort-01))))
      :op3 (r / repeat-01
            :mode imperative
            :ARG0 y))"
814,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",find the minimum value in the list swap it with the first element in the list the find the second largest and swap it with the second element in the array continue like this until  the array is sorted.,5,5,5,"# ::snt find the minimum value in the list swap it with the first element in the list the find the second largest and swap it with the second element in the array continue like this until  the array is sorted.
(a / and
      :op1 (f / find-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (v / value
                  :mod (m / minimum)
                  :location (l / list)))
      :op2 (s / swap-01
            :mode imperative
            :ARG0 y
            :ARG1 v
            :ARG2 (e / element
                  :ord (o / ordinal-entity
                        :value 1)
                  :part-of (l2 / list)))
      :op3 (a2 / and
            :op1 (f2 / find-01
                  :mode imperative
                  :ARG0 y
                  :ARG1 (e2 / element
                        :ord (o2 / ordinal-entity
                              :value 2)
                        :ARG1-of (h / have-degree-91
                              :ARG2 (l3 / large)
                              :ARG3 (m2 / most))))
            :op2 (s2 / swap-01
                  :mode imperative
                  :ARG0 y
                  :ARG1 (v2 / value
                        :ARG2 (e3 / element
                              :ord (o3 / ordinal-entity
                                    :value 2)
                              :part-of (a3 / array))))
            :ARG1-of (c / continue-01
                  :ARG1-of (r / resemble-01
                        :ARG2 (t / this))
                  :time (u / until
                        :op1 (s3 / sort-01
                              :ARG1 (a4 / array))))))"
815,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",Find the smallest and put it in the current position till you get to the end.,5,5,5,"# ::snt Find the smallest and put it in the current position till you get to the end.
(a / and
      :op1 (f / find-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (t / thing
                  :ARG1-of (h / have-degree-91
                        :ARG2 (s / small)
                        :ARG3 (m / most))))
      :op2 (p / put-01
            :mode imperative
            :ARG0 y
            :ARG1 t
            :ARG2 (p2 / position
                  :time (c / current))
            :time (u / until
                  :op1 (g / get-05
                        :ARG1 y
                        :ARG2 (e / end)))))"
816,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","Find the lowest unsorted value in the array and place it at the current position (starting at the first element in the array) and advance the ""current"" position by one. ",5,5,5,"# ::snt Find the lowest unsorted value in the array and place it at the current position (starting at the first element in the array) and advance the ""current"" position by one. 
(a / and
      :op1 (f / find-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (v / value
                  :ARG1-of (s / sort-01
                        :polarity -)
                  :ARG1-of (h / have-degree-91
                        :ARG2 (l / low-04
                              :ARG1 v)
                        :ARG3 (m / most))
                  :location (a2 / array)))
      :op2 (p / place-01
            :mode imperative
            :ARG0 y
            :ARG1 v
            :ARG2 (p2 / position
                  :time (c / current)
                  :ARG1-of (s2 / start-01
                        :ARG2 (e / element
                              :ord (o / ordinal-entity
                                    :value 1)
                              :part-of (a3 / array)))))
      :op3 (a4 / advance-01
            :mode imperative
            :ARG0 y
            :ARG1 (p3 / position
                  :time (c2 / current))
            :ARG2 (o2 / one)))"
817,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",To sort the elements by comparing two elements and swapping the smaller one to sort the elements in the array.,2,5,3.5,"# ::snt To sort the elements by comparing two elements and swapping the smaller one to sort the elements in the array.
(s / sort-01
      :ARG1 (e / element)
      :manner (a / and
            :op1 (c / compare-01
                  :ARG1 (e2 / element
                        :quant 2))
            :op2 (s2 / swap-01
                  :ARG1 (e3 / element
                        :ARG1-of (h / have-degree-91
                              :ARG2 (s3 / small)
                              :ARG3 (m / more)))
                  :purpose (s4 / sort-01
                        :ARG1 (e4 / element
                              :location (a2 / array))))))"
818,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","Selection sort finds the minimum value in the list, swaps it with the first value in the list, and repeats throughout the list.",5,4,4.5,"# ::snt Selection sort finds the minimum value in the list, swaps it with the first value in the list, and repeats throughout the list.
(a / and
      :op1 (f / find-01
            :ARG0 (s / sort-01
                  :ARG1 (s2 / select-01))
            :ARG1 (v / value
                  :mod (m / minimum)
                  :location (l / list)))
      :op2 (s3 / swap-01
            :ARG0 s
            :ARG1 v
            :ARG2 (v2 / value
                  :ord (o / ordinal-entity
                        :value 1)
                  :location (l2 / list)))
      :op3 (r / repeat-01
            :ARG0 s
            :location (t / throughout
                  :op1 (l3 / list))))"
819,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","Select the minimum number from the array and put it in the current position, then move on",5,5,5,"# ::snt Select the minimum number from the array and put it in the current position, then move on
(a / and
      :op1 (s / select-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (n / number
                  :mod (m / minimum))
            :ARG2 (a2 / array))
      :op2 (p / put-01
            :mode imperative
            :ARG0 y
            :ARG1 n
            :ARG2 (p2 / position
                  :time (c / current)))
      :op3 (m2 / move-01
            :mode imperative
            :ARG0 y
            :ARG2 (o / on)
            :time (t / then)))"
820,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",Find the lowest value and place it in the front of the list and swap it with that value. Continue moving right.,5,5,5,"# ::snt Find the lowest value and place it in the front of the list and swap it with that value. Continue moving right.
(m / multi-sentence
      :snt1 (a / and
            :op1 (f / find-01
                  :mode imperative
                  :ARG0 (y / you)
                  :ARG1 (v / value
                        :ARG1-of (h / have-degree-91
                              :ARG2 (l / low-04
                                    :ARG1 v)
                              :ARG3 (m2 / most))))
            :op2 (p / place-01
                  :mode imperative
                  :ARG0 y
                  :ARG1 v
                  :ARG2 (f2 / front
                        :part-of (l2 / list)))
            :op3 (s / swap-01
                  :mode imperative
                  :ARG0 y
                  :ARG1 v
                  :ARG2 (v2 / value
                        :mod (t / that))))
      :snt2 (c / continue-01
            :mode imperative
            :ARG0 y)
      :ARG1 (m3 / move-01
            :ARG0 y
            :ARG1-of (r / right-06)))"
821,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",The main idea behind selection sort is to take the least variable from the right and put it directly to the left.,5,4,4.5,"# ::snt The main idea behind selection sort is to take the least variable from the right and put it directly to the left.
(ii / idea
      :mod (m / main)
      :topic (s / sort-01
            :ARG1 (s2 / select-01))
      :domain (a / and
            :op1 (t / take-01
                  :ARG1 (v / variable
                        :ARG1-of (h / have-quant-91
                              :ARG3 (l / least)))
                  :ARG2 (r / right-08))
            :op2 (p / put-01
                  :ARG1 (ii2 / it)
                  :ARG2 (l2 / left-19)
                  :ARG1-of (d / direct-02))))"
822,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","Find the smallest value in the list and make it the first element, then find the smallest value of the leftover list and make it the first element of the leftover list and continue until the list is sorted.",5,5,5,"# ::snt Find the smallest value in the list and make it the first element, then find the smallest value of the leftover list and make it the first element of the leftover list and continue until the list is sorted.
(a / and
      :op1 (a2 / and
            :op1 (f / find-01
                  :mode imperative
                  :ARG0 (y / you)
                  :ARG1 (v / value
                        :ARG1-of (h / have-degree-91
                              :ARG2 (s / small)
                              :ARG3 (m / most))
                        :part-of (l / list)))
            :op2 (m2 / make-01
                  :mode imperative
                  :ARG0 y
                  :ARG1 v
                  :ARG2 (e / element
                        :ord (o / ordinal-entity
                              :value 1)
                        :part-of (l2 / list
                              :mod (l3 / leftover)))))
      :op2 (a3 / and
            :op1 (f2 / find-01
                  :mode imperative
                  :ARG0 y
                  :ARG1 (v2 / value
                        :time (t / then))
                  :op2 (m3 / make-02
                        :mode imperative
                        :ARG0 y
                        :ARG1 v2
                        :ARG2 (e2 / element)
                        :op3 (c / continue-01
                              :mode imperative
                              :ARG0 y
                              :time (u / until
                                    :op1 (s2 / sort-01
                                          :ARG1 l2)))))))"
823,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",It runs through and finds the lowest (or highest) value and puts it in its desired position.,5,4,4.5,"# ::snt It runs through and finds the lowest (or highest) value and puts it in its desired position.
(a / and
      :op1 (r / run-02
            :ARG0 (ii / it))
      :op2 (f / find-01
            :ARG0 ii
            :ARG1 (o / or
                  :op1 (v / value
                        :ARG1-of (h / have-degree-91
                              :ARG2 (l / low-04
                                    :ARG1 v)
                              :ARG3 (m / most)))
                  :op2 (v2 / value
                        :ARG1-of (h2 / have-degree-91
                              :ARG2 (h3 / high-02
                                    :ARG1 v2)
                              :ARG3 (m2 / most)))))
      :op2 (p / put-01
            :ARG0 ii
            :ARG1 v
            :ARG2 (p2 / position-01
                  :ARG1 ii
                  :ARG1-of (d / desire-01
                        :ARG0 ii))))"
824,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","Places the smallest item in the list at position 1, and then proceeds to each value until the last position of the ray is reached.",5,5,5,"# ::snt Places the smallest item in the list at position 1, and then proceeds to each value until the last position of the ray is reached.
(a / and
      :op1 (p / place-01
            :ARG1 (ii / item
                  :ARG1-of (h / have-degree-91
                        :ARG2 (s / small)
                        :ARG3 (m / most)))
            :ARG2 (p2 / position
                  :ord (o / ordinal-entity
                        :value 1))
            :ARG2 (l / list))
      :op2 (p3 / proceed-01
            :ARG2 (v / value
                  :mod (e / each))
            :time (t / then)
            :time (u / until
                  :op1 (r / reach-01
                        :ARG1 (p4 / position
                              :mod (l2 / last)
                              :poss (r2 / ray))))))"
825,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",Search for the largest item in an array and swap it with the last unsorted item.,5,4,4.5,"# ::snt Search for the largest item in an array and swap it with the last unsorted item.
(a / and
      :op1 (s / search-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (ii / item
                  :ARG1-of (h / have-degree-91
                        :ARG2 (l / large)
                        :ARG3 (m / most))
                  :part-of (a2 / array)))
      :op2 (s2 / swap-01
            :mode imperative
            :ARG0 y
            :ARG1 ii
            :ARG2 (ii2 / item
                  :ARG1-of (s3 / sort-01
                        :polarity -
                        :mod (l2 / last)))))"
826,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",finds the smallest element and places in 1st position. then the process is repeated on the rest of the array.,5,5,5,"# ::snt finds the smallest element and places in 1st position. then the process is repeated on the rest of the array.
(m / multi-sentence
      :snt1 (a / and
            :op1 (f / find-01
                  :ARG1 (e / element
                        :ARG1-of (h / have-degree-91
                              :ARG2 (s / small)
                              :ARG3 (m2 / most))))
            :op2 (p / place-01
                  :ARG1 e
                  :ARG2 (p2 / position
                        :ord (o / ordinal-entity
                              :value 1))))
      :snt2 (r / repeat-01
            :ARG1 (p3 / process-02)
            :location (r2 / rest
                  :part-of (a2 / array))
            :time (t / then)))"
827,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",Selection sort is an algorithm that selects the larges item the array and puts it in its place; then select the next largest until the array is sorted,5,4,4.5,"# ::snt Selection sort is an algorithm that selects the larges item the array and puts it in its place; then select the next largest until the array is sorted
(m / multi-sentence
      :snt1 (a / and
            :op1 (s / select-01
                  :ARG0 (a2 / algorithm)
                  :ARG1 (ii / item
                        :ARG1-of (h / have-degree-91
                              :ARG2 (l / large)
                              :ARG3 (m2 / most))
                        :part-of (a3 / array)))
            :op2 (p / put-01
                  :ARG0 a2
                  :ARG1 ii
                  :ARG2 (p2 / place-01
                        :ARG0 ii
                        :ARG1 ii)))
      :snt2 (s2 / select-01
            :ARG0 a2
            :ARG1 (ii2 / item
                  :ARG1-of (h2 / have-degree-91
                        :ARG2 (l2 / large)
                        :ARG3 (m3 / most)))
            :time (t / then)
            :time (u / until
                  :op1 (s3 / sort-01
                        :ARG1 (a4 / array)))))"
828,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",Select the smallest number in the list and move it to the front of the list and then advance to the next number.,5,5,5,"# ::snt Select the smallest number in the list and move it to the front of the list and then advance to the next number.
(a / and
      :op1 (s / select-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (n / number
                  :ARG1-of (h / have-degree-91
                        :ARG2 (s2 / small)
                        :ARG3 (m / most)
                        :ARG5 (n2 / number
                              :location (l / list)))))
      :op2 (m2 / move-01
            :mode imperative
            :ARG0 y
            :ARG1 n
            :ARG2 (f / front
                  :part-of l))
      :op3 (a2 / advance-01
            :mode imperative
            :ARG0 y
            :ARG2 (n3 / number
                  :mod (n4 / next))
            :time (t / then)))"
829,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",the selection sort chooses the largest or smallest value in an unsorted list and creates a new list using the selection depending on how it is sorted.,5,4,4.5,"# ::snt the selection sort chooses the largest or smallest value in an unsorted list and creates a new list using the selection depending on how it is sorted.
(a / and
      :op1 (c / choose-01
            :ARG0 (s / sort-01
                  :ARG1 (s2 / select-01))
            :ARG1 (o / or
                  :op1 (v / value
                        :ARG1-of (h / have-degree-91
                              :ARG2 (l / large)
                              :ARG3 (m / most)))
                  :op2 (v2 / value
                        :ARG1-of (h2 / have-degree-91
                              :ARG2 (s3 / small)
                              :ARG3 (m2 / most)))
                  :part-of (l2 / list
                        :ARG1-of (s4 / sort-01
                              :polarity -))))
      :op2 (c2 / create-01
            :ARG0 s
            :ARG1 (l3 / list
                  :ARG1-of (n / new-01))
            :manner (u / use-01
                  :ARG0 s)
            :ARG0-of (d / depend-01
                  :ARG1 (t / thing
                        :manner-of (s5 / sort-01
                              :ARG1 l3)))))"
830,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","Selection sort finds the smallest number left unsorted in an array, and puts it at the end of what it has sorted",4,5,4.5,"# ::snt Selection sort finds the smallest number left unsorted in an array, and puts it at the end of what it has sorted
(a / and
      :op1 (f / find-01
            :ARG0 (s / sort-01
                  :ARG1 (s2 / select-01))
            :ARG1 (n / number
                  :ARG1-of (s3 / sort-01
                        :polarity -)
                  :ARG1-of (h / have-degree-91
                        :ARG2 (s4 / small)
                        :ARG3 (m / most)))
            :location (a2 / array))
      :op2 (p / put-01
            :ARG0 s
            :ARG1 n
            :ARG2 (e / end
                  :part-of (t / thing
                        :ARG1-of (s5 / sort-01
                              :ARG0 s)))))"
831,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","selects the minimum from the remaining elements of the array, and palces the miminum in the current position and moves to the next position",5,5,5,"# ::snt selects the minimum from the remaining elements of the array, and palces the miminum in the current position and moves to the next position
(a / and
      :op1 (s / select-01
            :ARG1 (m / minimum)
            :ARG2 (e / element
                  :ARG1-of (r / remain-01)
                  :part-of (a2 / array)))
      :op2 (p / palce-01
            :ARG1 (m2 / miminum)
            :location (p2 / position
                  :time (c / current)))
      :op3 (m3 / move-01
            :ARG1 m2
            :ARG2 (p3 / position
                  :mod (n / next))))"
832,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","To put the biggest element at the end of the list and place the next highest element behind it, and so on.",3,4,3.5,"# ::snt To put the biggest element at the end of the list and place the next highest element behind it, and so on.
(a / and
      :op1 (a2 / and
            :op1 (p / put-01
                  :ARG1 (e / element
                        :ARG1-of (h / have-degree-91
                              :ARG2 (b / big)
                              :ARG3 (m / most)))
                  :ARG2 (e2 / end-01
                        :ARG1 (l / list)))
            :op2 (p2 / place-01
                  :ARG1 (e3 / element
                        :ARG1-of (h2 / have-degree-91
                              :ARG2 (h3 / high-02
                                    :ARG1 e3)
                              :ARG3 (m2 / most))
                        :location (b2 / behind
                              :op1 e2)))
            :op3 (e4 / et-cetera)))"
833,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","the sort finds the largest item and places it at the end, then then next largest is found and placed next to last, continue until there is only one number left, this is the beginning of the sorted array",5,4,4.5,"# ::snt the sort finds the largest item and places it at the end, then then next largest is found and placed next to last, continue until there is only one number left, this is the beginning of the sorted array
(a / and
      :op1 (a2 / and
            :op1 (f / find-01
                  :ARG0 (s / sort-01)
                  :ARG1 (ii / item
                        :ARG1-of (h / have-degree-91
                              :ARG2 (l / large)
                              :ARG3 (m / most))))
            :op2 (p / place-01
                  :ARG0 s
                  :ARG1 ii
                  :ARG2 (e / end)))
      :op2 (a3 / and
            :op1 (f2 / find-01
                  :ARG0 s
                  :ARG1 ii
                  :mod (n / next))
            :op2 (p2 / place-01
                  :ARG0 s
                  :ARG1 ii
                  :ARG2 (n2 / next
                        :op1 (l2 / last)))
            :time (t / then))
      :op3 (c / continue-01
            :ARG0 s
            :time (u / until
                  :op1 (l3 / leave-17
                        :ARG1 (n3 / number
                              :quant 1
                              :mod (o / only)))))
      :op4 (b / begin-01
            :ARG1 (a4 / array
                  :ARG1-of s))
      :domain (t2 / this))"
834,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","you loop through the entire list, and for each iteration you find the smallest element and move it to the current position.",5,5,5,"# ::snt you loop through the entire list, and for each iteration you find the smallest element and move it to the current position.
(a / and
      :op1 (l / loop-01
            :ARG0 (y / you)
            :ARG1 (l2 / list
                  :mod (e / entire)))
      :op2 (a2 / and
            :op1 (f / find-01
                  :ARG0 y
                  :ARG1 (e2 / element
                        :ARG1-of (h / have-degree-91
                              :ARG2 (s / small)
                              :ARG3 (m / most))))
            :op2 (m2 / move-01
                  :ARG0 y
                  :ARG1 e2
                  :ARG2 (p / position
                        :time (c / current)))
            :time (ii / iterate-01
                  :mod (e3 / each))))"
835,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",Find the minimum value in the list swap it with the value in the first position; repeat the steps above for remainder of the list(starting in the second position.,5,5,5,"# ::snt Find the minimum value in the list swap it with the value in the first position; repeat the steps above for remainder of the list(starting in the second position.
(m / multi-sentence
      :snt1 (f / find-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (v / value
                  :mod (m2 / minimum)
                  :location (l / list)))
      :snt2 (s / swap-01
            :mode imperative
            :ARG0 y
            :ARG1 v
            :ARG2 (v2 / value
                  :location (p / position
                        :ord (o / ordinal-entity
                              :value 1))))
      :snt3 (r / repeat-01
            :mode imperative
            :ARG0 y
            :ARG1 (s2 / step
                  :location (a / above))
            :purpose (r2 / remainder
                  :part-of (l2 / list)
                  :ARG1-of (s3 / start-01
                        :location (p2 / position
                              :ord (o2 / ordinal-entity
                                    :value 2))))))"
836,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,"The run time for this sorting program is n^2.  Best case is the list is already sorted, worst case is the list is sorted but in reverse. ",4,3,3.5,"# ::snt The run time for this sorting program is n^2.  Best case is the list is already sorted, worst case is the list is sorted but in reverse. 
(m / multi-sentence
      :snt1 (r / run-09
            :ARG1 (p / program
                  :ARG0-of (s / sort-01)
                  :mod (t / this))
            :duration (t2 / temporal-quantity
                  :quant 2
                  :unit (s2 / second)))
      :snt2 (c / contrast-01
            :ARG1 (c2 / case-04
                  :ARG1 (s3 / sort-01
                        :ARG1 (l / list)
                        :time (a / already))
                  :ARG1-of (h / have-degree-91
                        :ARG2 (g / good-02
                              :ARG1 c2)
                        :ARG3 (m2 / most)))
            :ARG2 (c3 / case-04
                  :ARG1 (s4 / sort-01
                        :ARG1 (l2 / list)
                        :ARG1-of (r2 / reverse-01))
                  :ARG1-of (h2 / have-degree-91
                        :ARG2 (b / bad-07
                              :ARG1 c3)
                        :ARG3 (m3 / most)))))"
837,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,"Insertion sort is O(n) and performs n-1 operations in the best-case scenario, which is when the list or array is already sorted.",5,4,4.5,"# ::snt Insertion sort is O(n) and performs n-1 operations in the best-case scenario, which is when the list or array is already sorted.
(a / and
      :op1 (s / string-entity
            :value ""O(n"")
      :domain (s2 / sort-01
            :ARG1 (ii / insert-01))
      :op2 (p / perform-02
            :ARG0 s2
            :ARG1 (o / operate-01
                  :ARG1 (s3 / string-entity
                        :value 1))
            :time (s4 / scenario
                  :ARG1-of (h / have-degree-91
                        :ARG2 (c / case-04)
                        :ARG3 (m / most))
                  :time (s5 / sort-01
                        :ARG1 (o2 / or
                              :op1 (l / list)
                              :op2 (a2 / array))
                        :time (a3 / already)))))"
838,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,"The number of operations for insertions sort, under best-case, is  n(n-1)/2. The best case for insertion sort is on a sorted list where it runs is O(n). ",3,3,3,"# ::snt The number of operations for insertions sort, under best-case, is  n(n-1)/2. The best case for insertion sort is on a sorted list where it runs is O(n). 
(m / multi-sentence
      :snt1 (n / number
            :quant-of (o / operate-01
                  :purpose (s / sort-01
                        :ARG1 (ii / insert-01)))
            :prep-under (c / case-04
                  :ARG1-of (h / have-degree-91
                        :ARG2 (g / good-02
                              :ARG1 c)
                        :ARG3 (m2 / most))))
      :snt2 (c2 / case-04
            :ARG1 (s2 / sort-01
                  :ARG1 (ii2 / insert-01))
            :ARG1-of (h2 / have-degree-91
                  :ARG2 (g2 / good-02
                        :ARG1 c2)
                  :ARG3 (m3 / most))
            :location (l / list
                  :ARG1-of (s3 / sort-01)
                  :location-of (r / run-01
                        :ARG1 s2))))"
839,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,"Best case would be O(n) or n-1, because that's what it takes to scan the array and make one swap. The array would then be sorted and would take only 1 operation.",4,4,4,"# ::snt Best case would be O(n) or n-1, because that's what it takes to scan the array and make one swap. The array would then be sorted and would take only 1 operation.
(m / multi-sentence
      :snt1 (o / or
            :op1 (s / string-entity
                  :value ""O(n""))
      :op2 (s2 / string-entity
            :value ""n-1"")
      :domain (c / case-04
            :ARG1-of (h / have-degree-91
                  :ARG2 (g / good-02
                        :ARG1 c)
                  :ARG3 (m2 / most)))
      :ARG1-of (c2 / cause-01
            :ARG0 (t / take-10
                  :ARG0 (a / and
                        :op1 (s3 / scan-01
                              :ARG1 (a2 / array))
                        :op2 (s4 / swap-01
                              :quant 1))))
      :snt2 (a3 / and
            :op1 (s5 / sort-01
                  :ARG1 (a4 / array)
                  :time (t2 / then))
            :op2 (t3 / take-10
                  :ARG0 a4
                  :ARG1 (o2 / operate-01
                        :quant 1
                        :mod (o3 / only)))))"
840,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,Best case-1 Worst Case-N,0,4,2,"# ::snt Best case-1 Worst Case-N
(a / and
      :op1 (c / case
            :ARG1-of (h / have-degree-91
                  :ARG2 (g / good-02
                        :ARG1 c)
                  :ARG3 (m / most)))
      :op2 (c2 / case
            :quant 1
            :ARG1-of (h2 / have-degree-91
                  :ARG2 (b / bad-07
                        :ARG1 c2)
                  :ARG3 (m2 / most)
                  :ARG5 (c3 / case
                        :quant 1))))"
